"Lon";"Lat";"scientificName";"year";"month";"day";"accessRights";"bibliographicCitation";"X_leaflet_id";"layerId";"edit_id"
"2964";5.28657;43.28066;"Paramuricea clavata (Risso, 1827)";"2004";"1";"1";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"2965";5.28484;43.26361;"Paramuricea clavata (Risso, 1827)";"2004";"1";"1";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"2966";3.2056;41.8875;"Paramuricea clavata (Risso, 1827)";"2004";"6";"12";"http://creativecommons.org/licenses/by-nc/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"2967";9.40894;41.77007;"Paramuricea clavata (Risso, 1827)";"2004";"7";"19";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"2968";9.40889;41.77;"Paramuricea clavata (Risso, 1827)";"2004";"7";"19";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"2969";9.40889;41.77;"Paramuricea clavata (Risso, 1827)";"2004";"7";"3";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"2970";9.41917;41.74893;"Paramuricea clavata (Risso, 1827)";"2004";"8";"29";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"2971";7.08278;43.54028;"Paramuricea clavata (Risso, 1827)";"2004";"8";"20";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"2972";9.41917;41.74889;"Paramuricea clavata (Risso, 1827)";"2004";"8";"29";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"2973";9.41857;41.74682;"Paramuricea clavata (Risso, 1827)";"2004";"9";"5";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"2974";9.40162;41.79655;"Paramuricea clavata (Risso, 1827)";"2004";"9";"26";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"2975";9.40167;41.79667;"Paramuricea clavata (Risso, 1827)";"2004";"9";"26";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"2976";9.41861;41.74694;"Paramuricea clavata (Risso, 1827)";"2004";"9";"5";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"2977";9.40854;41.77259;"Paramuricea clavata (Risso, 1827)";"2004";"10";"10";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"2978";9.41917;41.74893;"Paramuricea clavata (Risso, 1827)";"2004";"10";"3";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"2979";9.40861;41.7725;"Paramuricea clavata (Risso, 1827)";"2004";"10";"10";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"2980";9.41917;41.74889;"Paramuricea clavata (Risso, 1827)";"2004";"10";"3";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"2981";3.2188;42.2324;"Paramuricea clavata (Risso, 1827)";"2004";NA;NA;"http://creativecommons.org/licenses/by-nc/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"2982";9.8514;44.0236;"Paramuricea clavata (Risso, 1827)";"2004";NA;NA;"http://creativecommons.org/licenses/by-nc/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"2983";6.4094;43.0196;"Paramuricea clavata (Risso, 1827)";"2004";NA;NA;"http://creativecommons.org/licenses/by-nc/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"2984";9.85018;44.0236;"Paramuricea clavata (Risso, 1827)";"2004";NA;NA;"http://creativecommons.org/licenses/by-nc/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"2985";9.85135;44.0224;"Paramuricea clavata (Risso, 1827)";"2004";NA;NA;"http://creativecommons.org/licenses/by-nc/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"2986";3.32611;42.32;"Paramuricea clavata (Risso, 1827)";"2004";NA;NA;"http://creativecommons.org/licenses/by-nc/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"2987";5.29555;43.115136;"Paramuricea clavata (Risso, 1827)";"2004";NA;NA;"http://creativecommons.org/licenses/by-nc/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"2988";5.233539;43.102279;"Paramuricea clavata (Risso, 1827)";"2004";NA;NA;"http://creativecommons.org/licenses/by-nc/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"2989";6.15485;42.99935;"Paramuricea clavata (Risso, 1827)";"2003";"5";"17";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"2990";9.40894;41.77007;"Paramuricea clavata (Risso, 1827)";"2003";"6";"15";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"2991";5.38572;43.18864;"Paramuricea clavata (Risso, 1827)";"2003";"6";"28";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"2992";9.40894;41.77007;"Paramuricea clavata (Risso, 1827)";"2003";"7";"6";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"2993";9.40889;41.77;"Paramuricea clavata (Risso, 1827)";"2003";"7";"6";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"2994";9.41917;41.74893;"Paramuricea clavata (Risso, 1827)";"2003";"8";"24";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"2995";9.40894;41.77007;"Paramuricea clavata (Risso, 1827)";"2003";"8";"19";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"2996";9.41917;41.74893;"Paramuricea clavata (Risso, 1827)";"2003";"8";"10";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"2997";9.40162;41.79655;"Paramuricea clavata (Risso, 1827)";"2003";"8";"21";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"2998";9.41917;41.74889;"Paramuricea clavata (Risso, 1827)";"2003";"8";"24";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"2999";9.40889;41.77;"Paramuricea clavata (Risso, 1827)";"2003";"8";"19";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"3000";9.41917;41.74889;"Paramuricea clavata (Risso, 1827)";"2003";"8";"10";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"3001";9.40894;41.77007;"Paramuricea clavata (Risso, 1827)";"2003";"9";"27";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"3002";9.40894;41.77007;"Paramuricea clavata (Risso, 1827)";"2003";"9";"7";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"3003";9.40889;41.77;"Paramuricea clavata (Risso, 1827)";"2003";"9";"7";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"3004";9.40889;41.77;"Paramuricea clavata (Risso, 1827)";"2003";"10";"4";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"3005";5.3886;43.1724;"Paramuricea clavata (Risso, 1827)";"2003";NA;NA;"http://creativecommons.org/licenses/by-nc/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"3006";6.36188;43.02019;"Paramuricea clavata (Risso, 1827)";"2003";NA;NA;"http://creativecommons.org/licenses/by-nc/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"3007";6.36506;43.02067;"Paramuricea clavata (Risso, 1827)";"2003";NA;NA;"http://creativecommons.org/licenses/by-nc/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"3008";5.3903;43.1726;"Paramuricea clavata (Risso, 1827)";"2003";NA;NA;"http://creativecommons.org/licenses/by-nc/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"3009";9.22;44.2969;"Paramuricea clavata (Risso, 1827)";"2003";NA;NA;"http://creativecommons.org/licenses/by-nc/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"3010";6.35871;43.01739;"Paramuricea clavata (Risso, 1827)";"2003";NA;NA;"http://creativecommons.org/licenses/by-nc/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"3011";15.1666;43.8781;"Paramuricea clavata (Risso, 1827)";"2003";NA;NA;"http://creativecommons.org/licenses/by-nc/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"3012";16.7926;42.7632;"Paramuricea clavata (Risso, 1827)";"2003";NA;NA;"http://creativecommons.org/licenses/by-nc/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"3013";10.2;43.27;"Paramuricea clavata (Risso, 1827)";"2003";NA;NA;"http://creativecommons.org/licenses/by-nc/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"3014";0.68;39.89;"Paramuricea clavata (Risso, 1827)";"2003";NA;NA;"http://creativecommons.org/licenses/by-nc/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"3015";8.91;44.39;"Paramuricea clavata (Risso, 1827)";"2003";NA;NA;"http://creativecommons.org/licenses/by-nc/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"3016";8.5501;42.35;"Paramuricea clavata (Risso, 1827)";"2003";NA;NA;"http://creativecommons.org/licenses/by-nc/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"3017";9.2134;41.31;"Paramuricea clavata (Risso, 1827)";"2003";NA;NA;"http://creativecommons.org/licenses/by-nc/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"3018";9.40894;41.77007;"Paramuricea clavata (Risso, 1827)";"2002";"5";"1";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"3019";9.40889;41.77;"Paramuricea clavata (Risso, 1827)";"2002";"5";"1";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"3020";3.4864;39.9519;"Paramuricea clavata (Risso, 1827)";"2002";"5";"16";"http://creativecommons.org/licenses/by-nc/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"3021";-0.693756;37.632725;"Paramuricea clavata (Risso, 1827)";"2002";"6";NA;"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"3022";9.40894;41.77007;"Paramuricea clavata (Risso, 1827)";"2002";"6";"30";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"3023";9.40889;41.77;"Paramuricea clavata (Risso, 1827)";"2002";"6";"30";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"3024";9.42041;41.74842;"Paramuricea clavata (Risso, 1827)";"2002";"7";"7";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"3025";9.41917;41.74893;"Paramuricea clavata (Risso, 1827)";"2002";"7";"21";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"3026";9.42028;41.74833;"Paramuricea clavata (Risso, 1827)";"2002";"7";"7";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"3027";9.4249;41.74288;"Paramuricea clavata (Risso, 1827)";"2002";"7";"21";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"3028";9.40496;41.77458;"Paramuricea clavata (Risso, 1827)";"2002";"8";"14";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"3029";9.40162;41.79655;"Paramuricea clavata (Risso, 1827)";"2002";"8";"20";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"3030";9.40162;41.79655;"Paramuricea clavata (Risso, 1827)";"2002";"8";"3";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"3031";9.40894;41.77007;"Paramuricea clavata (Risso, 1827)";"2002";"8";"12";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"3032";9.405;41.77444;"Paramuricea clavata (Risso, 1827)";"2002";"8";"14";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"3033";9.40167;41.79667;"Paramuricea clavata (Risso, 1827)";"2002";"8";"3";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"3034";9.40889;41.77;"Paramuricea clavata (Risso, 1827)";"2002";"8";"12";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"3035";9.40167;41.79667;"Paramuricea clavata (Risso, 1827)";"2002";"8";"20";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"3036";9.40496;41.77458;"Paramuricea clavata (Risso, 1827)";"2002";"9";"1";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"3037";9.40894;41.77007;"Paramuricea clavata (Risso, 1827)";"2002";"9";"15";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"3038";9.40894;41.77007;"Paramuricea clavata (Risso, 1827)";"2002";"9";"8";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"3039";9.40894;41.77007;"Paramuricea clavata (Risso, 1827)";"2002";"9";"14";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"3040";9.41857;41.74682;"Paramuricea clavata (Risso, 1827)";"2002";"9";"28";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"3041";9.40889;41.77;"Paramuricea clavata (Risso, 1827)";"2002";"9";"14";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"3042";9.405;41.77444;"Paramuricea clavata (Risso, 1827)";"2002";"9";"1";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"3043";9.40889;41.77;"Paramuricea clavata (Risso, 1827)";"2002";"9";"8";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"3044";9.40889;41.77;"Paramuricea clavata (Risso, 1827)";"2002";"9";"15";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
